"woaii_chapter"|"openalex_work_id"|"title"|"publication_year"|"source_id"|"source_name"|"type"|"cited_by_count"|"reference_count"
"7N"|"https://openalex.org/W2891123370"|"Microbial niches in marine oxygen minimum zones"|2018|"https://openalex.org/S56802129"|"Nature reviews. Microbiology"|"review"|71|82
"7N"|"https://openalex.org/W2150687273"|"The Study of Species in the Era of Biodiversity: A Tale of Stupidity"|2010|"https://openalex.org/S130273055"|"Diversity"|"article"|121|21
"7N"|"https://openalex.org/W2888919170"|"Temperature dependency of metabolic rates in the upper ocean: A positive feedback to global climate change?"|2018|"https://openalex.org/S63048404"|"Global and planetary change"|"article"|73|135
"7N"|"https://openalex.org/W2753882576"|"Environmental structuring of marine plankton phenology"|2017|"https://openalex.org/S2764884935"|"Nature ecology & evolution"|"article"|21|68
"7N"|"https://openalex.org/W2052533555"|"Biological ramifications of climate-change-mediated oceanic multi-stressors"|2014|"https://openalex.org/S183584863"|"Nature climate change"|"article"|198|48
"7N"|"https://openalex.org/W2789796316"|"Experimental strategies to assess the biological ramifications of multiple drivers of global ocean change—A review"|2018|"https://openalex.org/S74970393"|"Global change biology"|"review"|290|146
"7N"|"https://openalex.org/W2937131561"|"Multi-faceted particle pumps drive carbon sequestration in the ocean"|2019|"https://openalex.org/S137773608"|"Nature"|"article"|468|89
"7N"|"https://openalex.org/W2034476238"|"Impacts of climate change on fisheries"|2010|"https://openalex.org/S195909765"|"Journal of marine systems"|"article"|548|81
"7N"|"https://openalex.org/W2907927666"|"The Sensitivity of Subsurface Microbes to Ocean Warming Accentuates Future Declines in Particulate Carbon Export"|2019|"https://openalex.org/S2597028195"|"Frontiers in ecology and evolution"|"article"|18|68
"7N"|"https://openalex.org/W2120129362"|"Global marine primary production constrains fisheries catches"|2010|"https://openalex.org/S80967739"|"Ecology letters"|"article"|367|47
"7N"|"https://openalex.org/W2594584909"|"Improved estimates of ocean heat content from 1960 to 2015"|2017|"https://openalex.org/S2737427234"|"Science advances"|"article"|490|64
"7N"|"https://openalex.org/W2909681691"|"How fast are the oceans warming?"|2019|"https://openalex.org/S3880285"|"Science"|"article"|364|12
"7N"|"https://openalex.org/W1979518461"|"Surface Area and the Seabed Area, Volume, Depth, Slope, and Topographic Variation for the World’s Seas, Oceans, and Countries"|2010|"https://openalex.org/S13479253"|"Environmental science & technology"|"article"|123|20
"7N"|"https://openalex.org/W1685251144"|"Climate change tightens a metabolic constraint on marine habitats"|2015|"https://openalex.org/S3880285"|"Science"|"article"|539|37
"7N"|"https://openalex.org/W2038561967"|"Is Ocean Acidification an Open-Ocean Syndrome? Understanding Anthropogenic Impacts on Seawater pH"|2013|"https://openalex.org/S109872917"|"Estuaries and coasts"|"article"|567|111
"7N"|"https://openalex.org/W2918046171"|"Impacts of historical warming on marine fisheries production"|2019|"https://openalex.org/S3880285"|"Science"|"article"|367|55
"7N"|"https://openalex.org/W2886357179"|"Marine heatwaves under global warming"|2018|"https://openalex.org/S137773608"|"Nature"|"article"|866|36
"7N"|"https://openalex.org/W2889256707"|"Improved fisheries management could offset many negative effects of climate change"|2018|"https://openalex.org/S2737427234"|"Science advances"|"article"|173|44
"7N"|"https://openalex.org/W2587272299"|"Biogeochemical Consequences of Ocean Acidification and Feedbacks to the Earth System"|2011|"https://openalex.org/S4306463708"|"Oxford University Press eBooks"|"book-chapter"|19|1
"7N"|"https://openalex.org/W2123495234"|"Projected pH reductions by 2100 might put deep North Atlantic biodiversity at risk"|2014|NA|NA|"preprint"|5|56
"7N"|"https://openalex.org/W2922127343"|"The oceanic sink for anthropogenic CO <sub>2</sub> from 1994 to 2007"|2019|"https://openalex.org/S3880285"|"Science"|"article"|545|64
"7N"|"https://openalex.org/W862767725"|"Spatial and temporal changes in cumulative human impacts on the world’s ocean"|2015|"https://openalex.org/S64187185"|"Nature communications"|"article"|1080|26
"7N"|"https://openalex.org/W2954752507"|"Animal-Borne Telemetry: An Integral Component of the Ocean Observing Toolkit"|2019|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|124|169
"7N"|"https://openalex.org/W2226095791"|"Observing climate change trends in ocean biogeochemistry: when and where"|2016|"https://openalex.org/S74970393"|"Global change biology"|"article"|124|28
"7N"|"https://openalex.org/W2944619571"|"Developing the knowledge base needed to sustainably manage mesopelagic resources"|2019|"https://openalex.org/S200038611"|"ICES journal of marine science"|"article"|81|23
"7N"|"https://openalex.org/W2230443456"|"A hierarchical approach to defining marine heatwaves"|2016|"https://openalex.org/S9314624"|"Progress in oceanography/Progress in Oceanography"|"article"|1116|70
"7N"|"https://openalex.org/W2952780249"|"A global assessment of marine heatwaves and their drivers"|2019|"https://openalex.org/S64187185"|"Nature communications"|"article"|355|78
"7N"|"https://openalex.org/W2099984711"|"Large mesopelagic fishes biomass and trophic efficiency in the open ocean"|2014|"https://openalex.org/S64187185"|"Nature communications"|"article"|562|55
"7N"|"https://openalex.org/W2883485522"|"The Location and Protection Status of Earth’s Diminishing Marine Wilderness"|2018|"https://openalex.org/S128425624"|"CB/Current biology"|"article"|171|40
"7N"|"https://openalex.org/W2788078249"|"Tracking the global footprint of fisheries"|2018|"https://openalex.org/S3880285"|"Science"|"article"|678|35
"7N"|"https://openalex.org/W2607050424"|"Emergent constraints on projections of declining primary production in the tropical oceans"|2017|"https://openalex.org/S183584863"|"Nature climate change"|"article"|113|30
"7N"|"https://openalex.org/W2791727655"|"Evidence that the Great Pacific Garbage Patch is rapidly accumulating plastic"|2018|"https://openalex.org/S196734849"|"Scientific reports"|"article"|1115|52
"7N"|"https://openalex.org/W2914665624"|"Future scenarios of global plastic waste generation and disposal"|2019|"https://openalex.org/S2737936280"|"Palgrave communications"|"article"|1252|28
"7N"|"https://openalex.org/W2620825114"|"Manifestation, Drivers, and Emergence of Open Ocean Deoxygenation"|2018|"https://openalex.org/S43203325"|"Annual review of marine science"|"article"|182|168
"7N"|"https://openalex.org/W2947746912"|"Global Observing Needs in the Deep Ocean"|2019|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|183|237
"7N"|"https://openalex.org/W2941857669"|"Globally Consistent Quantitative Observations of Planktonic Ecosystems"|2019|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|232|176
"7N"|"https://openalex.org/W1870020546"|"Making waves: The science and politics of ocean protection"|2015|"https://openalex.org/S3880285"|"Science"|"article"|250|13
"7N"|"https://openalex.org/W3014265798"|"The oceans’ twilight zone must be studied now, before it is too late"|2020|"https://openalex.org/S137773608"|"Nature"|"article"|76|12
"7N"|"https://openalex.org/W2958274006"|"Linking the scientific knowledge on marine frontal systems with ecosystem services"|2019|"https://openalex.org/S46982553"|"Ambio"|"article"|34|74
"7N"|"https://openalex.org/W2970456973"|"Persistent and substantial impacts of the Deepwater Horizon oil spill on deep-sea megafauna"|2019|"https://openalex.org/S2737558550"|"Royal Society open science"|"article"|33|68
"7N"|"https://openalex.org/W2520290603"|"Golden Tides: Problem or Golden Opportunity? The Valorisation of Sargassum from Beach Inundations"|2016|"https://openalex.org/S2736865057"|"Journal of marine science and engineering"|"article"|149|132
"7N"|"https://openalex.org/W2623350510"|"Shift in tuna catches due to ocean warming"|2017|"https://openalex.org/S202381698"|"PloS one"|"article"|39|22
"7N"|"https://openalex.org/W2797541543"|"Longer and more frequent marine heatwaves over the past century"|2018|"https://openalex.org/S64187185"|"Nature communications"|"article"|1100|70
"7N"|"https://openalex.org/W3000662632"|"Extreme mortality and reproductive failure of common murres resulting from the northeast Pacific marine heatwave of 2014-2016"|2020|"https://openalex.org/S202381698"|"PloS one"|"article"|232|120
"7N"|"https://openalex.org/W2941958159"|"Greater vulnerability to warming of marine versus terrestrial ectotherms"|2019|"https://openalex.org/S137773608"|"Nature"|"article"|431|92
"7N"|"https://openalex.org/W2972760887"|"Climate-Driven Shifts in Marine Species Ranges: Scaling from Organisms to Communities"|2020|"https://openalex.org/S43203325"|"Annual review of marine science"|"article"|249|155
"7N"|"https://openalex.org/W2619644272"|"An analysis of sailfish daily activity in the Eastern Pacific Ocean using satellite tagging and recreational fisheries data"|2017|"https://openalex.org/S200038611"|"ICES journal of marine science"|"article"|11|32
"7N"|"https://openalex.org/W2906146959"|"Small Microplastics As a Main Contributor to Plastic Mass Balance in the North Atlantic Subtropical Gyre"|2018|"https://openalex.org/S13479253"|"Environmental science & technology"|"article"|133|48
"7N"|"https://openalex.org/W2809391860"|"Simulating transport pathways of pelagic Sargassum from the Equatorial Atlantic into the Caribbean Sea"|2018|"https://openalex.org/S9314624"|"Progress in oceanography/Progress in Oceanography"|"article"|108|38
"7N"|"https://openalex.org/W2022350358"|"Exceptional twentieth-century slowdown in Atlantic Ocean overturning circulation"|2015|"https://openalex.org/S183584863"|"Nature climate change"|"article"|746|51
"7N"|"https://openalex.org/W560478165"|"Submarine and deep-sea mine tailing placements: A review of current practices, environmental issues, natural analogs and knowledge gaps in Norway and internationally"|2015|"https://openalex.org/S101229256"|"Marine pollution bulletin"|"review"|123|132
"7N"|"https://openalex.org/W2943488088"|"Rapid Climate-Driven Circulation Changes Threaten Conservation of Endangered North Atlantic Right Whales"|2019|"https://openalex.org/S92941125"|"Oceanography"|"article"|100|45
"7N"|"https://openalex.org/W2772512072"|"Global biogeochemical provinces of the mesopelagic zone"|2017|"https://openalex.org/S138151673"|"Journal of biogeography"|"preprint"|47|50
"7N"|"https://openalex.org/W2909688994"|"Microbial Respiration, the Engine of Ocean Deoxygenation"|2019|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|83|149
"7N"|"https://openalex.org/W2056576044"|"Mesopelagic zone ecology and biogeochemistry – a synthesis"|2010|"https://openalex.org/S172051550"|"Deep-sea research. Part 2. Topical studies in oceanography/Deep sea research. Part II, Topical studies in oceanography"|"preprint"|246|183
"7N"|"https://openalex.org/W2959585365"|"Common cause for severe droughts in South America and marine heatwaves in the South Atlantic"|2019|"https://openalex.org/S48977010"|"Nature geoscience"|"article"|133|43
"7N"|"https://openalex.org/W2962089301"|"On the Future of Argo: A Global, Full-Depth, Multi-Disciplinary Array"|2019|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|249|159
"7N"|"https://openalex.org/W2139657187"|"Ocean Research Enabled by Underwater Gliders"|2016|"https://openalex.org/S43203325"|"Annual review of marine science"|"article"|224|140
"7N"|"https://openalex.org/W2954623285"|"The Global Ocean Ship-Based Hydrographic Investigations Program (GO-SHIP): A Platform for Integrated Multidisciplinary Ocean Science"|2019|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|66|115
"7N"|"https://openalex.org/W2919496064"|"Marine heatwaves threaten global biodiversity and the provision of ecosystem services"|2019|"https://openalex.org/S183584863"|"Nature climate change"|"article"|896|57
"7N"|"https://openalex.org/W2296209964"|"A Dark Hole in Our Understanding of Marine Ecosystems and Their Services: Perspectives from the Mesopelagic Community"|2016|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|182|30
"7N"|"https://openalex.org/W2115194445"|"Expansion of oxygen minimum zones may reduce available habitat for tropical pelagic fishes"|2011|"https://openalex.org/S183584863"|"Nature climate change"|"article"|423|29
"7N"|"https://openalex.org/W2915789106"|"Benefits of the Paris Agreement to ocean life, economies, and people"|2019|"https://openalex.org/S2737427234"|"Science advances"|"article"|84|42
"7N"|"https://openalex.org/W2323326607"|"The North Atlantic Spring-Bloom System—Where the Changing Climate Meets the Winter Dark"|2016|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|49|77
"7N"|"https://openalex.org/W2885904801"|"Autonomous seawater &amp;lt;i&amp;gt;p&amp;lt;/i&amp;gt;CO&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp;gt; and pH time series from 40 surface buoys and the emergence of anthropogenic trends"|2019|"https://openalex.org/S106909380"|"Earth system science data"|"article"|71|75
"7N"|"https://openalex.org/W1905192681"|"Vertical ecology of the pelagic ocean: classical patterns and new perspectives"|2013|"https://openalex.org/S9351502"|"Journal of fish biology"|"article"|154|94
"7N"|"https://openalex.org/W2080318747"|"Oxygen distribution and aerobic respiration in the north and south eastern tropical Pacific oxygen minimum zones"|2014|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|124|50
"7N"|"https://openalex.org/W2130194345"|"Trophic interactions of fish communities at midwater depths enhance long-term carbon storage and benthic production on continental slopes"|2014|"https://openalex.org/S3006207977"|"Proceedings - Royal Society. Biological sciences/Proceedings - Royal Society. Biological Sciences"|"article"|110|44
"7N"|"https://openalex.org/W2176331526"|"A global inventory of small floating plastic debris"|2015|"https://openalex.org/S139338987"|"Environmental research letters"|"article"|1170|33
"7N"|"https://openalex.org/W2787709589"|"Scientific Considerations for the Assessment and Management of Mine Tailings Disposal in the Deep Sea"|2018|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|39|74
"7N"|"https://openalex.org/W636331266"|"Marine foods sourced from farther as their use of global ocean primary production increases"|2015|"https://openalex.org/S64187185"|"Nature communications"|"article"|81|24
"7N"|"https://openalex.org/W2803477088"|"Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish"|2018|"https://openalex.org/S74970393"|"Global change biology"|"article"|61|68
"7N"|"https://openalex.org/W2904074493"|"Ocean deoxygenation and zooplankton: Very small oxygen differences matter"|2018|"https://openalex.org/S2737427234"|"Science advances"|"article"|89|85
"7N"|"https://openalex.org/W2953092517"|"In situ Autonomous Acquisition and Preservation of Marine Environmental DNA Using an Autonomous Underwater Vehicle"|2019|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|94|67
"7N"|"https://openalex.org/W2940843787"|"Multiplatform evaluation of global trends in wind speed and wave height"|2019|"https://openalex.org/S3880285"|"Science"|"article"|333|31
"7O"|"https://openalex.org/W2908313120"|"Bathyal benthic megafauna from the Mid‐Atlantic Ridge in the region of the Charlie-Gibbs fracture zone based on remotely operated vehicle observations"|2019|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|10|68
"7O"|"https://openalex.org/W2144583352"|"Deep-sea sponge grounds enhance diversity and abundance of epibenthic megafauna in the Northwest Atlantic"|2013|"https://openalex.org/S200038611"|"ICES journal of marine science"|"article"|110|73
"7O"|"https://openalex.org/W2791569008"|"Does the Mid-Atlantic Ridge affect the distribution of abyssal benthic crustaceans across the Atlantic Ocean?"|2018|"https://openalex.org/S172051550"|"Deep-sea research. Part 2. Topical studies in oceanography/Deep sea research. Part II, Topical studies in oceanography"|"article"|37|68
"7O"|"https://openalex.org/W2805523002"|"First insights into macrofaunal composition from the SokhoBio expedition (Sea of Okhotsk, Bussol Strait and northern slope of the Kuril-Kamchatka Trench)"|2018|"https://openalex.org/S172051550"|"Deep-sea research. Part 2. Topical studies in oceanography/Deep sea research. Part II, Topical studies in oceanography"|"article"|17|41
"7O"|"https://openalex.org/W1984007851"|"Fair and equitable sharing of benefits from the utilization of marine genetic resources in areas beyond national jurisdiction: Bridging the gaps between science and policy"|2014|"https://openalex.org/S56205983"|"Marine policy"|"article"|42|19
"7O"|"https://openalex.org/W1916037364"|"Cold-water coral reefs and adjacent sponge grounds: hotspots of benthic respiration and organic carbon cycling in the deep sea"|2015|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|153|38
"7O"|"https://openalex.org/W2796340947"|"Human footprint in the abyss: 30 year records of deep-sea plastic debris"|2018|"https://openalex.org/S56205983"|"Marine policy"|"article"|338|54
"7O"|"https://openalex.org/W2131298162"|"Biophysical patterns in benthic assemblage composition across contrasting continental margins off New Zealand"|2012|"https://openalex.org/S138151673"|"Journal of biogeography"|"article"|44|37
"7O"|"https://openalex.org/W1970998089"|"Global Habitat Suitability for Framework-Forming Cold-Water Corals"|2011|"https://openalex.org/S202381698"|"PloS one"|"article"|300|44
"7O"|"https://openalex.org/W2236664465"|"Morphological and ontogenetic stratification of abyssal and hadal Eurythenes gryllus sensu lato (Amphipoda: Lysianassoidea) from the Peru–Chile Trench"|2016|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|31|50
"7O"|"https://openalex.org/W3012183347"|"Deep-sea amphipod community structure across abyssal to hadal depths in the Peru-Chile and Kermadec trenches"|2013|"https://openalex.org/S96743589"|"Marine ecology. Progress series"|"article"|53|37
"7O"|"https://openalex.org/W2025489215"|"Submersible- and lander-observed community patterns in the Mariana and New Britain trenches: Influence of productivity and depth on epibenthic and scavenging communities"|2015|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|117|62
"7O"|"https://openalex.org/W2769994145"|"Pseudoliparis swirei sp. nov.: A newly-discovered hadal snailfish (Scorpaeniformes: Liparidae) from the Mariana Trench"|2017|"https://openalex.org/S171471881"|"Zootaxa"|"article"|44|9
"7O"|"https://openalex.org/W2758300479"|"Cold-water corals and large hydrozoans provide essential fish habitat for Lappanella fasciata and Benthocometes robustus"|2017|"https://openalex.org/S172051550"|"Deep-sea research. Part 2. Topical studies in oceanography/Deep sea research. Part II, Topical studies in oceanography"|"article"|26|76
"7O"|"https://openalex.org/W2803609353"|"Benthic species of the Kerguelen Plateau show contrasting distribution shifts in response to environmental changes"|2018|"https://openalex.org/S2482021738"|"Ecology and evolution"|"article"|24|88
"7O"|"https://openalex.org/W1984609091"|"Geomorphology of the oceans"|2014|"https://openalex.org/S5042006"|"Marine geology"|"article"|441|26
"7O"|"https://openalex.org/W2104139147"|"High seas marine protected areas: Benthic environmental conservation priorities from a GIS analysis of global ocean biophysical data"|2009|"https://openalex.org/S8178725"|"Ocean & coastal management"|"article"|74|28
"7O"|"https://openalex.org/W1994504476"|"Cold-water coral reef habitats benefit recreationally valuable sharks"|2013|"https://openalex.org/S80660208"|"Biological conservation"|"article"|88|24
"7O"|"https://openalex.org/W2015935872"|"Concentration and vertical flux of Fukushima-derived radiocesium in sinking particles from two sites in the Northwestern Pacific Ocean"|2013|"https://openalex.org/S13442111"|"Biogeosciences"|"article"|50|31
"7O"|"https://openalex.org/W2000218211"|"The distribution of benthic biomass in hadal trenches: A modelling approach to investigate the effect of vertical and lateral organic matter transport to the seafloor"|2015|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|124|61
"7O"|"https://openalex.org/W1974222493"|"Hadal trenches: the ecology of the deepest places on Earth"|2010|"https://openalex.org/S79131028"|"Trends in ecology & evolution"|"article"|297|92
"7O"|"https://openalex.org/W2018460094"|"Bait-attending fauna of the Kermadec Trench, SW Pacific Ocean: Evidence for an ecotone across the abyssal–hadal transition zone"|2011|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|101|74
"7O"|"https://openalex.org/W2917532651"|"Microplastics and synthetic particles ingested by deep-sea amphipods in six of the deepest marine ecosystems on Earth"|2019|"https://openalex.org/S2737558550"|"Royal Society open science"|"article"|291|66
"7O"|"https://openalex.org/W2003488151"|"The supergiant amphipod Alicella gigantea (Crustacea: Alicellidae) from hadal depths in the Kermadec Trench, SW Pacific Ocean"|2013|"https://openalex.org/S172051550"|"Deep-sea research. Part 2. Topical studies in oceanography/Deep sea research. Part II, Topical studies in oceanography"|"article"|41|32
"7O"|"https://openalex.org/W2901959272"|"Exploring the Hadal Zone: Recent Advances in Hadal Science and Technology"|2018|"https://openalex.org/S172051550"|"Deep-sea research. Part 2. Topical studies in oceanography/Deep sea research. Part II, Topical studies in oceanography"|"article"|5|28
"7O"|"https://openalex.org/W2585745483"|"Bioaccumulation of persistent organic pollutants in the deepest ocean fauna"|2017|"https://openalex.org/S2764884935"|"Nature ecology & evolution"|"article"|262|24
"7O"|"https://openalex.org/W2995591994"|"Integrative species delimitation of desmosomatid and nannoniscid isopods from the Kuril-Kamchatka trench, with description of a hadal species"|2020|"https://openalex.org/S9314624"|"Progress in oceanography/Progress in Oceanography"|"article"|19|66
"7O"|"https://openalex.org/W2916275434"|"Rockall and Hatton: Resolving a Super Wicked Marine Governance Problem in the High Seas of the Northeast Atlantic Ocean"|2019|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|5|55
"7O"|"https://openalex.org/W1974971703"|"Disturbance of deep-sea environments induced by the M9.0 Tohoku Earthquake"|2012|"https://openalex.org/S196734849"|"Scientific reports"|"article"|50|41
"7O"|"https://openalex.org/W2911462454"|"Megathrust earthquake drives drastic organic carbon supply to the hadal trench"|2019|"https://openalex.org/S196734849"|"Scientific reports"|"article"|58|48
"7O"|"https://openalex.org/W2085164403"|"Effect of the 2011 Tohoku Earthquake on deep-sea meiofaunal assemblages inhabiting the landward slope of the Japan Trench"|2014|"https://openalex.org/S5042006"|"Marine geology"|"article"|35|32
"7O"|"https://openalex.org/W2278479966"|"Community structure and diversity of scavenging amphipods from bathyal to hadal depths in three South Pacific Trenches"|2016|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|59|120
"7O"|"https://openalex.org/W2755542962"|"On the Use of Maps and Models in Conservation and Resource Management (Warning: Results May Vary)"|2017|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|36|210
"7O"|"https://openalex.org/W2607337896"|"Not to be Sneezed at: Does Pollen from Forests of Exotic Pine Affect Deep Oceanic Trench Ecosystems?"|2017|"https://openalex.org/S83499872"|"Ecosystems"|"article"|9|58
"7O"|"https://openalex.org/W2018633143"|"Nematode beta diversity on the continental slope of New Zealand: spatial patterns and environmental drivers"|2012|"https://openalex.org/S96743589"|"Marine ecology. Progress series"|"article"|43|63
"7O"|"https://openalex.org/W1988317252"|"Distribution of macro-infaunal communities in phosphorite nodule deposits on Chatham Rise, Southwest Pacific: Implications for management of seabed mining"|2015|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|18|51
"7O"|"https://openalex.org/W2185088662"|"Comparison between infaunal communities of the deep floor and edge of the Tonga Trench: Possible effects of differences in organic matter supply"|2016|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|50|58
"7O"|"https://openalex.org/W2592674866"|"Provenances, distribution, and accumulation of organic matter in the southern Mariana Trench rim and slope: Implication for carbon cycle and burial in hadal trenches"|2017|"https://openalex.org/S5042006"|"Marine geology"|"article"|77|61
"7O"|"https://openalex.org/W2903750650"|"A Multi Criteria Assessment Method for Identifying Vulnerable Marine Ecosystems in the North-East Atlantic"|2018|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|39|36
"7O"|"https://openalex.org/W2080259257"|"First observations of megafaunal communities inhabiting George Bligh Bank, Northeast Atlantic"|2013|"https://openalex.org/S172051550"|"Deep-sea research. Part 2. Topical studies in oceanography/Deep sea research. Part II, Topical studies in oceanography"|"article"|20|31
"7O"|"https://openalex.org/W2071425922"|"Hadal disturbance in the Japan Trench induced by the 2011 Tohoku–Oki Earthquake"|2013|"https://openalex.org/S196734849"|"Scientific reports"|"article"|134|21
"7O"|"https://openalex.org/W2921972535"|"Microbial Community Diversity Within Sediments from Two Geographically Separated Hadal Trenches"|2019|"https://openalex.org/S2484704948"|"Frontiers in microbiology"|"article"|60|86
"7O"|"https://openalex.org/W1966582514"|"The importance of deep-sea vulnerable marine ecosystems for demersal fish in the Azores"|2015|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|36|70
"7O"|"https://openalex.org/W2091359497"|"Deep-water longline fishing has reduced impact on Vulnerable Marine Ecosystems"|2014|"https://openalex.org/S196734849"|"Scientific reports"|"article"|69|52
"7O"|"https://openalex.org/W2767635024"|"Malaysia Airlines flight MH370 search data reveal geomorphology and seafloor processes in the remote southeast Indian Ocean"|2018|"https://openalex.org/S5042006"|"Marine geology"|"article"|30|43
"7O"|"https://openalex.org/W4256455931"|"Deep-Sea Fishes"|2017|NA|NA|"book"|81|1
"7O"|"https://openalex.org/W2968752632"|"Access to Marine Genetic Resources (MGR): Raising Awareness of Best-Practice Through a New Agreement for Biodiversity Beyond National Jurisdiction (BBNJ)"|2019|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|39|131
"7O"|"https://openalex.org/W2558338436"|"Population genetic structure of two congeneric deep-sea amphipod species from geographically isolated hadal trenches in the Pacific Ocean"|2017|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|37|54
"7O"|"https://openalex.org/W2055502600"|"Interannual to decadal oxygen variability in the mid-depth water masses of the eastern North Atlantic"|2015|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|18|53
"7O"|"https://openalex.org/W2959137854"|"The five deeps: The location and depth of the deepest place in each of the world's oceans"|2019|"https://openalex.org/S40187045"|"Earth-science reviews"|"article"|31|56
"7O"|"https://openalex.org/W2589667552"|"Major impacts of climate change on deep-sea benthic ecosystems"|2017|"https://openalex.org/S4210174983"|"Elementa"|"article"|284|213
"7O"|"https://openalex.org/W2106925353"|"Ecosystem function and services provided by the deep sea"|2014|"https://openalex.org/S13442111"|"Biogeosciences"|"article"|270|195
"7O"|"https://openalex.org/W1970314576"|"Variability of the Antarctic Circumpolar Current transport through the Fawn Trough, Kerguelen Plateau"|2015|"https://openalex.org/S172051550"|"Deep-sea research. Part 2. Topical studies in oceanography/Deep sea research. Part II, Topical studies in oceanography"|"article"|9|36
"7O"|"https://openalex.org/W2030953931"|"A proposed biogeography of the deep ocean floor"|2013|"https://openalex.org/S9314624"|"Progress in oceanography/Progress in Oceanography"|"article"|260|88
"7O"|"https://openalex.org/W2029168375"|"Marine fish may be biochemically constrained from inhabiting the deepest ocean depths"|2014|"https://openalex.org/S125754415"|"Proceedings of the National Academy of Sciences of the United States of America"|"article"|214|34
"7O"|"https://openalex.org/W1530488784"|"Global habitat suitability of cold‐water octocorals"|2012|"https://openalex.org/S138151673"|"Journal of biogeography"|"article"|182|39
"7O"|"https://openalex.org/W1187115880"|"Simulation of global ocean acidification and chemical habitats of shallow- and cold-water coral reefs"|2014|"https://openalex.org/S2764744304"|"Advances in Climate Change Research"|"article"|18|34
"7P"|"https://openalex.org/W2081832101"|"Mediterranean Sea response to climate change in an ensemble of twenty first century scenarios"|2015|"https://openalex.org/S93478396"|"Climate dynamics"|"article"|211|60
"7P"|"https://openalex.org/W2564290869"|"Conservation of deep-sea ecosystems within offshore oil fields on the Brazilian margin, SW Atlantic"|2017|"https://openalex.org/S80660208"|"Biological conservation"|"article"|52|66
"7P"|"https://openalex.org/W2765278536"|"Characterization of Methane-Seep Communities in a Deep-Sea Area Designated for Oil and Natural Gas Exploitation Off Trinidad and Tobago"|2017|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|28|65
"7P"|"https://openalex.org/W2617295866"|"Massive blow-out craters formed by hydrate-controlled methane expulsion from the Arctic seafloor"|2017|"https://openalex.org/S3880285"|"Science"|"article"|189|54
"7P"|"https://openalex.org/W2948432660"|"Hydrothermal vents trigger massive phytoplankton blooms in the Southern Ocean"|2019|"https://openalex.org/S64187185"|"Nature communications"|"article"|78|29
"7P"|"https://openalex.org/W2415486011"|"How many vent fields? New estimates of vent field populations on ocean ridges from precise mapping of hydrothermal discharge locations"|2016|"https://openalex.org/S119230507"|"Earth and planetary science letters"|"article"|86|57
"7P"|"https://openalex.org/W2413616213"|"Results of efforts by the Convention on Biological Diversity to describe ecologically or biologically significant marine areas"|2016|"https://openalex.org/S98137347"|"Conservation biology"|"article"|76|30
